Metric,Father's Avg,My Avg,Father's StdDev,My StdDev,Father's Max,My Max
Throttle position,19.609864564382452,30.42483660130719,6.501810522297763,24.31718307729716,85.8823529411765,89.4117647058823
Vehicle acceleration,-0.0333184304354129,-0.06523821859353483,0.26360309858520425,0.38035250563798484,0.504953925968033,0.718194871092035
Engine RPM,2134.377260981912,2426.5382059800663,743.3911461441651,852.8133613920287,3345.0,3840.0
Calculated engine load value,41.33414190418435,52.29235880398671,23.588240102572925,31.81564596513796,100.0,100.0
