"SECONDS";"PID";"VALUE";"UNITS";"LATITUDE";"LONGTITUDE";
"80735.017812";"Speed (GPS)";"0";"km/h";"40.8885501737834";"29.3773198696564";
"80735.029812";"Altitude (GPS)";"173.900009155273";"m";"40.8885501737834";"29.3773198696564";
"80735.030812";"Average speed (GPS)";"0";"km/h";"40.8885501737834";"29.3773198696564";
"80735.030812";"Speed (GPS)";"0";"km/h";"40.8885501737834";"29.3773198696564";
"80735.031812";"Altitude (GPS)";"173.900009155273";"m";"40.8885501737834";"29.3773198696564";
"80737.359812";"Altitude (GPS)";"188.852970613261";"m";"40.8885501737834";"29.3773198696564";
"80737.359812";"Average speed (GPS)";"1.20132603690732";"km/h";"40.8885501737834";"29.3773198696564";
"80737.359812";"Speed (GPS)";"1.20655825138092";"km/h";"40.8885501737834";"29.3773198696564";
"80737.362812";"Altitude (GPS)";"188.852970613261";"m";"40.8885501737834";"29.3773198696564";
"80737.362812";"Average speed (GPS)";"1.20133280096971";"km/h";"40.8885501737834";"29.3773198696564";
"80737.362812";"Speed (GPS)";"1.20655825138092";"km/h";"40.8885501737834";"29.3773198696564";
"80737.363812";"Altitude (GPS)";"188.852970613261";"m";"40.8885501737834";"29.3773198696564";
"80737.363812";"Average speed (GPS)";"1.2013350109066";"km/h";"40.8885501737834";"29.3773198696564";
"80737.363812";"Speed (GPS)";"1.20655825138092";"km/h";"40.8885501737834";"29.3773198696564";
"80737.367812";"Altitude (GPS)";"169.615583570378";"m";"40.8885501737834";"29.3773198696564";
"80737.367812";"Average speed (GPS)";"1.20130547807305";"km/h";"40.8885501737834";"29.3773198696564";
"80737.367812";"Speed (GPS)";"1.1813335776329";"km/h";"40.8885501737834";"29.3773198696564";
"80737.458812";"Altitude (GPS)";"173.900009155273";"m";"40.8885501737834";"29.3773198696564";
"80737.458812";"Average speed (GPS)";"1.15617790930311";"km/h";"40.8885501737834";"29.3773198696564";
"80737.458812";"Speed (GPS)";"0";"km/h";"40.8885501737834";"29.3773198696564";
"80738.185812";"Altitude (GPS)";"188.975986390137";"m";"40.8885501737834";"29.3773198696564";
"80738.185812";"Average speed (GPS)";"1.59768818547334";"km/h";"40.8885501737834";"29.3773198696564";
"80738.185812";"Speed (GPS)";"3.07927422523499";"km/h";"40.8885501737834";"29.3773198696564";
"80738.205812";"Altitude (GPS)";"188.975986390137";"m";"40.8884391355265";"29.3772505910865";
"80738.205812";"Average speed (GPS)";"1.60701414235233";"km/h";"40.8884391355265";"29.3772505910865";
"80738.205812";"Speed (GPS)";"3.07927422523499";"km/h";"40.8884391355265";"29.3772505910865";
"80738.209812";"Altitude (GPS)";"188.975986390137";"m";"40.8884391355265";"29.3772505910865";
"80738.209812";"Average speed (GPS)";"1.60890509996978";"km/h";"40.8884391355265";"29.3772505910865";
"80738.209812";"Speed (GPS)";"3.07927422523499";"km/h";"40.8884391355265";"29.3772505910865";
"80738.233812";"Altitude (GPS)";"169.615583570378";"m";"40.8884391355265";"29.3772505910865";
"80738.233812";"Average speed (GPS)";"1.6190895317169";"km/h";"40.8884391355265";"29.3772505910865";
"80738.233812";"Speed (GPS)";"3.00802059173584";"km/h";"40.8884391355265";"29.3772505910865";
"80738.343812";"Altitude (GPS)";"173.900009155273";"m";"40.8884391355265";"29.3772505910865";
"80738.343812";"Average speed (GPS)";"1.56547032471188";"km/h";"40.8884391355265";"29.3772505910865";
"80738.343812";"Speed (GPS)";"0";"km/h";"40.8884391355265";"29.3772505910865";
"80743.371812";"Altitude (GPS)";"173.900009155273";"m";"40.8885263";"29.3761477";
"80743.598812";"Altitude (GPS)";"183.744081140123";"m";"40.8885263";"29.3761477";
"80743.598812";"Average speed (GPS)";"5.59839102533669";"km/h";"40.8885263";"29.3761477";
"80743.598812";"Speed (GPS)";"8.14787979125977";"km/h";"40.8885263";"29.3761477";
"80743.599812";"Average speed (GPS)";"5.598769611426";"km/h";"40.8885263";"29.3761477";
"80743.599812";"Speed (GPS)";"8.14787979125977";"km/h";"40.8885263";"29.3761477";
"80743.600812";"Altitude (GPS)";"183.744081140123";"m";"40.8885263";"29.3761477";
"80743.602812";"Altitude (GPS)";"169.615583570378";"m";"40.8885263";"29.3761477";
"80743.602812";"Average speed (GPS)";"5.59949513940923";"km/h";"40.8885263";"29.3761477";
"80743.602812";"Speed (GPS)";"7.95462512969971";"km/h";"40.8885263";"29.3761477";
"80743.605812";"Altitude (GPS)";"182.728560292381";"m";"40.8885263";"29.3761477";
"80743.605812";"Average speed (GPS)";"5.60100191488839";"km/h";"40.8885263";"29.3761477";
"80743.605812";"Speed (GPS)";"9.54345331192017";"km/h";"40.8885263";"29.3761477";
"80743.606812";"Altitude (GPS)";"182.728560292381";"m";"40.8885263";"29.3761477";
"80743.606812";"Average speed (GPS)";"5.60144316367644";"km/h";"40.8885263";"29.3761477";
"80743.606812";"Speed (GPS)";"9.54345331192017";"km/h";"40.8885263";"29.3761477";
"80743.609812";"Altitude (GPS)";"183.761769344853";"m";"40.8885263";"29.3761477";
"80743.609812";"Average speed (GPS)";"5.60061352467797";"km/h";"40.8885263";"29.3761477";
"80743.609812";"Speed (GPS)";"2.94950380325317";"km/h";"40.8885263";"29.3761477";
"80743.610812";"Altitude (GPS)";"183.761769344853";"m";"40.8885263";"29.3761477";
"80743.610812";"Average speed (GPS)";"5.60021664254033";"km/h";"40.8885263";"29.3761477";
"80743.610812";"Speed (GPS)";"2.94950380325317";"km/h";"40.8885263";"29.3761477";
"80743.616812";"Altitude (GPS)";"169.433281032481";"m";"40.8885263";"29.3761477";
"80743.616812";"Average speed (GPS)";"5.59868077856795";"km/h";"40.8885263";"29.3761477";
"80743.616812";"Speed (GPS)";"3.13076169490814";"km/h";"40.8885263";"29.3761477";
"80743.630812";"Altitude (GPS)";"183.816172569608";"m";"40.8885263";"29.3761477";
"80743.630812";"Average speed (GPS)";"5.59758172233821";"km/h";"40.8885263";"29.3761477";
"80743.630812";"Speed (GPS)";"4.91798515319824";"km/h";"40.8885263";"29.3761477";
"80743.631812";"Altitude (GPS)";"183.816172569608";"m";"40.8885263";"29.3761477";
"80743.631812";"Average speed (GPS)";"5.59745994676406";"km/h";"40.8885263";"29.3761477";
"80743.631812";"Speed (GPS)";"4.91798515319824";"km/h";"40.8885263";"29.3761477";
"80743.760812";"Average speed (GPS)";"5.51512629430048";"km/h";"40.8885263";"29.3761477";
"80743.760812";"Speed (GPS)";"0";"km/h";"40.8885263";"29.3761477";
"80743.761812";"Altitude (GPS)";"175.900009155273";"m";"40.8885263";"29.3761477";
"80743.762812";"Altitude (GPS)";"175.900009155273";"m";"40.8885263";"29.3761477";
"80743.762812";"Average speed (GPS)";"5.51362039188284";"km/h";"40.8885263";"29.3761477";
"80743.762812";"Speed (GPS)";"0";"km/h";"40.8885263";"29.3761477";
"80743.765812";"Average speed (GPS)";"5.51384534175443";"km/h";"40.8885263";"29.3761477";
"80743.765812";"Speed (GPS)";"6.11449069976807";"km/h";"40.8885263";"29.3761477";
"80743.766812";"Altitude (GPS)";"183.752948737181";"m";"40.8885263";"29.3761477";
"80743.767812";"Altitude (GPS)";"183.752948737181";"m";"40.8885263";"29.3761477";
"80743.767812";"Average speed (GPS)";"5.51392891641115";"km/h";"40.8885263";"29.3761477";
"80743.767812";"Speed (GPS)";"6.11449069976807";"km/h";"40.8885263";"29.3761477";
"80743.780812";"Altitude (GPS)";"175.900009155273";"m";"40.8885263";"29.3761477";
"80743.780812";"Average speed (GPS)";"5.50550809425734";"km/h";"40.8885263";"29.3761477";
"80743.780812";"Speed (GPS)";"0";"km/h";"40.8885263";"29.3761477";
"80743.991812";"Absolute throttle position B";"22";"%";"40.8885263";"29.3761477";
"80744.119812";"Absolute pedal position D";"29";"%";"40.8885263";"29.3761477";
"80744.205812";"Altitude (GPS)";"183.630736459089";"m";"40.8885263";"29.3761477";
"80744.205812";"Average speed (GPS)";"5.74539140935454";"km/h";"40.8885263";"29.3761477";
"80744.205812";"Speed (GPS)";"10.6902972221375";"km/h";"40.8885263";"29.3761477";
"80744.225812";"Altitude (GPS)";"183.630736459089";"m";"40.8886398053753";"29.3771795766646";
"80744.225812";"Average speed (GPS)";"5.75595598840713";"km/h";"40.8886398053753";"29.3771795766646";
"80744.225812";"Average speed (GPS)";"5.75636069542218";"km/h";"40.8886398053753";"29.3771795766646";
"80744.225812";"Speed (GPS)";"10.6902972221375";"km/h";"40.8886398053753";"29.3771795766646";
"80744.225812";"Speed (GPS)";"10.6902972221375";"km/h";"40.8886398053753";"29.3771795766646";
"80744.226812";"Altitude (GPS)";"183.630736459089";"m";"40.8886398053753";"29.3771795766646";
"80744.433812";"OBD Module Voltage";"14.1";"V";"40.8886398053753";"29.3771795766646";
"80744.442812";"Altitude (GPS)";"175.900009155273";"m";"40.8886398053753";"29.3771795766646";
"80744.442812";"Average speed (GPS)";"5.62403057853798";"km/h";"40.8886398053753";"29.3771795766646";
"80744.442812";"Speed (GPS)";"0";"km/h";"40.8886398053753";"29.3771795766646";
"80744.668812";"Calculated engine load value";"22.7450980392157";"%";"40.8886398053753";"29.3771795766646";
"80744.799812";"Engine coolant temperature";"67";"℃";"40.8886398053753";"29.3771795766646";
"80745.205812";"Short term fuel % trim - Bank 1";"0";"%";"40.8886398053753";"29.3771795766646";
"80745.274812";"Altitude (GPS)";"183.978650312695";"m";"40.8886398053753";"29.3771795766646";
"80745.274812";"Average speed (GPS)";"6.42843388862817";"km/h";"40.8886398053753";"29.3771795766646";
"80745.274812";"Speed (GPS)";"15.5417798995972";"km/h";"40.8886398053753";"29.3771795766646";
"80745.293812";"Average speed (GPS)";"6.44609394546694";"km/h";"40.8886595174985";"29.3771237098748";
"80745.293812";"Speed (GPS)";"15.5417798995972";"km/h";"40.8886595174985";"29.3771237098748";
"80745.294812";"Altitude (GPS)";"183.978650312695";"m";"40.8886595174985";"29.3771237098748";
"80745.295812";"Average speed (GPS)";"6.44771741398219";"km/h";"40.8886595174985";"29.3771237098748";
"80745.295812";"Speed (GPS)";"15.5417798995972";"km/h";"40.8886595174985";"29.3771237098748";
"80745.296812";"Altitude (GPS)";"183.978650312695";"m";"40.8886595174985";"29.3771237098748";
"80745.361812";"Long term fuel % trim - Bank 1";"9.375";"%";"40.8886595174985";"29.3771237098748";
"80745.483812";"Calculated boost";"-11.3600808294155";"psi";"40.8886595174985";"29.3771237098748";
"80745.483812";"Intake manifold absolute pressure";"3.335867974161";"psi";"40.8886595174985";"29.3771237098748";
"80745.526812";"Altitude (GPS)";"175.900009155273";"m";"40.8886595174985";"29.3771237098748";
"80745.526812";"Average speed (GPS)";"6.30634770727591";"km/h";"40.8886595174985";"29.3771237098748";
"80745.526812";"Speed (GPS)";"0";"km/h";"40.8886595174985";"29.3771237098748";
"80745.611812";"Calculated instant fuel rate";"1.19134703809796";"L/h";"40.8886595174985";"29.3771237098748";
"80745.611812";"Engine RPM";"1245";"rpm";"40.8886595174985";"29.3771237098748";
"80745.611812";"Engine RPM x1000";"1.2";"rpm";"40.8886595174985";"29.3771237098748";
"80745.611812";"Instant engine power (based on fuel consumption)";"4.66078538298949";"hp";"40.8886595174985";"29.3771237098748";
"80745.849812";"Calculated instant fuel consumption";"6.27024756893663";"L/100km";"40.8886595174985";"29.3771237098748";
"80745.849812";"Vehicle speed";"19";"km/h";"40.8886595174985";"29.3771237098748";
"80746.006812";"Timing advance";"1";"°";"40.8886595174985";"29.3771237098748";
"80746.153812";"Intake air temperature";"32";"℃";"40.8886595174985";"29.3771237098748";
"80746.172812";"Altitude (GPS)";"183.697247259236";"m";"40.8886595174985";"29.3771237098748";
"80746.172812";"Average speed (GPS)";"6.93792145433406";"km/h";"40.8886595174985";"29.3771237098748";
"80746.172812";"Speed (GPS)";"17.2076299667358";"km/h";"40.8886595174985";"29.3771237098748";
"80746.196812";"Average speed (GPS)";"6.96038948900853";"km/h";"40.8886665414498";"29.3770529674855";
"80746.196812";"Speed (GPS)";"17.2076299667358";"km/h";"40.8886665414498";"29.3770529674855";
"80746.197812";"Altitude (GPS)";"183.697247259236";"m";"40.8886665414498";"29.3770529674855";
"80746.199812";"Altitude (GPS)";"183.697247259236";"m";"40.8886665414498";"29.3770529674855";
"80746.199812";"Average speed (GPS)";"6.96305694457655";"km/h";"40.8886665414498";"29.3770529674855";
"80746.199812";"Speed (GPS)";"17.2076299667358";"km/h";"40.8886665414498";"29.3770529674855";
"80746.342812";"Fuel economizer (based on fuel system status and throttle position)";"1";"";"40.8886665414498";"29.3770529674855";
"80746.342812";"Throttle position";"16.078431372549";"%";"40.8886665414498";"29.3770529674855";
"80746.392812";"Altitude (GPS)";"175.900009155273";"m";"40.8886665414498";"29.3770529674855";
"80746.392812";"Average speed (GPS)";"6.84490617138156";"km/h";"40.8886665414498";"29.3770529674855";
"80746.392812";"Speed (GPS)";"0";"km/h";"40.8886665414498";"29.3770529674855";
"80746.543812";"Oxygen sensor 1 Bank 1 Short term fuel trim";"-2.34375";"%";"40.8886665414498";"29.3770529674855";
"80746.543812";"Oxygen sensor 1 Bank 1 Voltage";"0.8";"V";"40.8886665414498";"29.3770529674855";
"80746.702812";"Oxygen sensor 2 Bank 1 Short term fuel trim";"0";"%";"40.8886665414498";"29.3770529674855";
"80746.702812";"Oxygen sensor 2 Bank 1 Voltage";"0.015";"V";"40.8886665414498";"29.3770529674855";
"80747.112812";"Average speed (GPS)";"7.5515503013713";"km/h";"40.8886665414498";"29.3770529674855";
"80747.112812";"Speed (GPS)";"18.7075538635254";"km/h";"40.8886665414498";"29.3770529674855";
"80747.113812";"Altitude (GPS)";"183.373886734243";"m";"40.8886665414498";"29.3770529674855";
"80747.142812";"Average speed (GPS)";"7.57923609259565";"km/h";"40.888674981586";"29.3769902541452";
"80747.142812";"Speed (GPS)";"18.7075538635254";"km/h";"40.888674981586";"29.3769902541452";
"80747.143812";"Altitude (GPS)";"183.373886734243";"m";"40.888674981586";"29.3769902541452";
"80747.143812";"Average speed (GPS)";"7.58021184002798";"km/h";"40.888674981586";"29.3769902541452";
"80747.143812";"Speed (GPS)";"18.7075538635254";"km/h";"40.888674981586";"29.3769902541452";
"80747.144812";"Altitude (GPS)";"183.373886734243";"m";"40.888674981586";"29.3769902541452";
"80747.164812";"Distance traveled with MIL on";"0";"km";"40.888674981586";"29.3769902541452";
"80747.316812";"Commanded evaporative purge";"8";"%";"40.888674981586";"29.3769902541452";
"80747.340812";"Altitude (GPS)";"175.900009155273";"m";"40.888674981586";"29.3769902541452";
"80747.340812";"Average speed (GPS)";"7.45945814395366";"km/h";"40.888674981586";"29.3769902541452";
"80747.340812";"Speed (GPS)";"0";"km/h";"40.888674981586";"29.3769902541452";
"80747.469812";"# warm-ups since codes cleared";"0";"";"40.888674981586";"29.3769902541452";
"80747.603812";"Distance traveled since codes cleared";"29934";"km";"40.888674981586";"29.3769902541452";
"80747.801812";"Catalyst temperature Bank 1 Sensor 1";"577";"℃";"40.888674981586";"29.3769902541452";
"80748.229812";"Catalyst temperature Bank 1 Sensor 2";"317";"℃";"40.888674981586";"29.3769902541452";
"80748.357812";"Average speed (GPS)";"8.45648638010058";"km/h";"40.888674981586";"29.3769902541452";
"80748.357812";"Speed (GPS)";"20.5283815383911";"km/h";"40.888674981586";"29.3769902541452";
"80748.358812";"Altitude (GPS)";"183.329801883905";"m";"40.888674981586";"29.3769902541452";
"80748.378812";"Average speed (GPS)";"8.47545884593015";"km/h";"40.8886842608321";"29.3769188517425";
"80748.378812";"Speed (GPS)";"20.5283815383911";"km/h";"40.8886842608321";"29.3769188517425";
"80748.381812";"Altitude (GPS)";"183.329801883905";"m";"40.8886842608321";"29.3769188517425";
"80748.381812";"Average speed (GPS)";"8.47793060987382";"km/h";"40.8886842608321";"29.3769188517425";
"80748.381812";"Speed (GPS)";"20.5283815383911";"km/h";"40.8886842608321";"29.3769188517425";
"80748.382812";"Altitude (GPS)";"183.329801883905";"m";"40.8886842608321";"29.3769188517425";
"80748.546812";"Average speed (GPS)";"8.3743966239303";"km/h";"40.8886842608321";"29.3769188517425";
"80748.546812";"Speed (GPS)";"0";"km/h";"40.8886842608321";"29.3769188517425";
"80748.547812";"Altitude (GPS)";"175.900009155273";"m";"40.8886842608321";"29.3769188517425";
"80748.555812";"Control module voltage";"14";"V";"40.8886842608321";"29.3769188517425";
"80748.679812";"Absolute load value";"18.4313725490196";"%";"40.8886842608321";"29.3769188517425";
"80748.834812";"Fuel/Air commanded equivalence ratio";"14.63112084";"";"40.8886842608321";"29.3769188517425";
"80749.022812";"Relative throttle position";"4";"%";"40.8886842608321";"29.3769188517425";
"80749.104812";"Average speed (GPS)";"8.96144118229286";"km/h";"40.8886842608321";"29.3769188517425";
"80749.104812";"Speed (GPS)";"23.1880617141724";"km/h";"40.8886842608321";"29.3769188517425";
"80749.105812";"Altitude (GPS)";"182.589143316574";"m";"40.8886842608321";"29.3769188517425";
"80749.122812";"Average speed (GPS)";"8.97882109038764";"km/h";"40.8886982380332";"29.3768387417126";
"80749.122812";"Speed (GPS)";"23.1880617141724";"km/h";"40.8886982380332";"29.3768387417126";
"80749.123812";"Altitude (GPS)";"182.589143316574";"m";"40.8886982380332";"29.3768387417126";
"80749.148812";"Average speed (GPS)";"9.00571749444439";"km/h";"40.8886982380332";"29.3768387417126";
"80749.148812";"Speed (GPS)";"23.1880617141724";"km/h";"40.8886982380332";"29.3768387417126";
"80749.149812";"Altitude (GPS)";"182.589143316574";"m";"40.8886982380332";"29.3768387417126";
"80749.181812";"Ambient air temperature";"11";"℃";"40.8886982380332";"29.3768387417126";
"80749.336812";"Absolute pedal position E";"16";"%";"40.8886982380332";"29.3768387417126";
"80749.397812";"Altitude (GPS)";"175.900009155273";"m";"40.8886982380332";"29.3768387417126";
"80749.397812";"Average speed (GPS)";"8.84986668595494";"km/h";"40.8886982380332";"29.3768387417126";
"80749.397812";"Speed (GPS)";"0";"km/h";"40.8886982380332";"29.3768387417126";
"80749.460812";"Commanded throttle actuator";"4";"%";"40.8886982380332";"29.3768387417126";
