Time (minutes);Father's Calculated engine load value
9.89389999999997;66.6666666666667
9.99326666666663;75.6862745098039
10.076316666666632;16.8627450980392
10.158183333333364;33.7254901960784
10.238733333333341;14.9019607843137
10.328883333333335;76.8627450980392
10.409100000000034;65.8823529411765
10.495833333333334;60.0
10.577199999999964;64.7058823529412
10.664633333333283;15.6862745098039
10.747433333333296;50.9803921568627
10.833433333333353;15.6862745098039
10.916399999999946;68.6274509803922
11.00053333333332;56.8627450980392
11.085916666666646;15.6862745098039
11.170933333333354;75.6862745098039
11.257599999999972;50.9803921568627
11.33814999999995;60.7843137254902
11.419966666666612;63.921568627451
11.504900000000028;57.6470588235294
11.592616666666679;14.9019607843137
11.679116666666717;17.6470588235294
11.761083333333348;74.9019607843137
11.84996666666666;57.6470588235294
11.934983333333367;54.9019607843137
12.017066666666627;73.7254901960784
12.099033333333379;63.921568627451
12.18786666666662;77.6470588235294
12.268266666666628;58.8235294117647
12.355416666666619;50.9803921568627
12.438650000000052;63.921568627451
12.529016666666697;15.6862745098039
12.612266666666619;14.9019607843137
12.69960000000004;50.9803921568627
12.782300000000031;25.8823529411765
12.870616666666683;76.8627450980392
12.953566666666665;77.6470588235294
13.038416666666672;76.8627450980392
13.120733333333312;67.843137254902
13.208483333333303;14.9019607843137
13.291949999999996;46.6666666666667
13.376566666666623;15.6862745098039
13.462033333333359;15.6862745098039
13.552933333333325;13.7254901960784
13.63743333333332;16.8627450980392
13.726016666666691;15.6862745098039
13.808816666666704;26.6666666666667
13.897450000000026;56.8627450980392
13.980166666666628;15.6862745098039
14.074633333333379;30.9803921568627
14.163566666666641;51.7647058823529
14.246783333333346;55.6862745098039
14.326699999999983;71.7647058823529
14.408466666666694;55.6862745098039
14.491499999999967;42.7450980392157
14.576233333333342;50.9803921568627
14.657483333333342;58.8235294117647
14.746416666666725;55.6862745098039
14.828883333333335;38.8235294117647
14.913083333333391;58.8235294117647
14.994916666666661;45.8823529411765
15.086183333333368;13.7254901960784
15.170833333333333;48.6274509803922
15.254433333333388;13.7254901960784
15.33720000000006;21.9607843137255
15.42470000000006;66.6666666666667
15.510983333333327;56.8627450980392
15.59428333333332;15.6862745098039
15.680699999999948;15.6862745098039
15.765933333333304;22.7450980392157
15.848366666666697;48.6274509803922
15.93736666666664;24.7058823529412
16.020483333333324;14.9019607843137
16.10481666666662;15.6862745098039
16.18738333333337;67.843137254902
16.270916666666622;81.9607843137255
16.35124999999995;100.0
16.435266666666696;54.9019607843137
16.520866666666674;67.843137254902
16.604150000000057;74.9019607843137
16.68894999999999;62.7450980392157
16.773933333333357;81.9607843137255
16.857016666666702;80.7843137254902
16.945033333333292;74.9019607843137
17.027566666666704;90.9803921568627
17.11408333333335;52.9411764705882
17.195666666666632;14.9019607843137
17.283433333333353;14.9019607843137
17.366266666666707;80.7843137254902
17.451333333333363;14.9019607843137
17.538083333333393;83.921568627451
17.62533333333328;15.6862745098039
17.714199999999984;14.9019607843137
17.802899999999983;23.921568627451
17.883099999999953;15.6862745098039
17.979433333333386;14.9019607843137
18.061816666666708;61.9607843137255
18.14995000000005;65.8823529411765
18.229133333333326;87.843137254902
18.314716666666694;89.8039215686274
18.400233333333382;81.9607843137255
18.484649999999966;12.9411764705882
18.56759999999995;12.9411764705882
18.652449999999952;14.9019607843137
18.73795000000003;30.9803921568627
18.819733333333353;60.0
18.90628333333334;15.6862745098039
18.991766666666688;75.6862745098039
19.073599999999956;14.9019607843137
19.16328333333331;56.8627450980392
19.252600000000044;15.6862745098039
19.34190000000005;53.7254901960784
19.421350000000043;20.0
19.50716666666667;71.7647058823529
19.590500000000006;74.9019607843137
19.677666666666724;69.8039215686274
19.760466666666616;64.7058823529412
19.84375;15.6862745098039
19.927266666666643;15.6862745098039
20.01378333333329;57.6470588235294
20.09916666666662;14.9019607843137
20.190366666666645;51.7647058823529
20.272049999999943;15.6862745098039
20.36111666666669;51.7647058823529
20.440999999999985;15.6862745098039
20.526900000000023;15.6862745098039
20.60554999999998;15.6862745098039
20.69275000000004;16.8627450980392
20.77655000000001;16.8627450980392
20.864449999999973;16.8627450980392
20.952449999999953;15.6862745098039
21.03743333333332;15.6862745098039
21.121999999999996;20.7843137254902
21.203433333333304;55.6862745098039
21.286633333333278;58.8235294117647
21.371283333333363;61.9607843137255
21.45620000000005;16.8627450980392
21.542449999999977;16.8627450980392
21.622316666666666;16.8627450980392
21.703899999999944;16.8627450980392
21.791283333333315;69.8039215686274
21.872416666666687;63.921568627451
21.958899999999993;24.7058823529412
22.040999999999986;16.8627450980392
22.126333333333363;63.921568627451
22.208833333333313;41.9607843137255
22.29285000000006;15.6862745098039
22.380549999999978;16.8627450980392
22.473033333333298;14.9019607843137
22.56336666666672;60.0
22.64316666666673;70.9803921568627
22.73158333333328;16.8627450980392
22.81160000000006;62.7450980392157
22.897066666666674;15.6862745098039
22.977283333333375;81.9607843137255
23.06331666666665;21.9607843137255
23.144733333333352;15.6862745098039
23.228049999999953;16.8627450980392
23.308416666666623;50.9803921568627
23.395283333333282;45.8823529411765
23.47488333333337;63.921568627451
23.563016666666712;52.9411764705882
23.64350000000001;56.8627450980392
23.733899999999995;15.6862745098039
23.815816666666674;48.6274509803922
23.903833333333388;16.8627450980392
23.989900000000002;67.843137254902
24.072783333333305;16.8627450980392
24.15601666666662;29.8039215686275
24.241916666666658;17.6470588235294
24.329183333333397;18.8235294117647
24.41311666666661;65.8823529411765
24.49426666666671;52.9411764705882
24.584566666666674;40.7843137254902
24.67030000000001;20.7843137254902
24.75546666666669;15.6862745098039
24.83753333333334;60.0
24.92346666666672;68.6274509803922
25.010116666666725;16.8627450980392
25.094583333333382;42.7450980392157
25.177166666666622;15.6862745098039
25.264283333333392;15.6862745098039
25.35028333333333;13.7254901960784
25.43265000000004;54.9019607843137
25.512633333333362;16.8627450980392
25.602333333333323;14.9019607843137
25.685550000000028;18.8235294117647
25.76899999999999;40.0
25.8507666666667;52.9411764705882
25.942633333333287;51.7647058823529
26.02478333333335;48.6274509803922
26.107666666666653;69.8039215686274
26.19285000000006;62.7450980392157
26.28309999999995;61.9607843137255
26.367349999999956;37.6470588235294
26.45121666666661;49.8039215686275
26.53098333333328;60.7843137254902
26.621366666666653;62.7450980392157
26.701650000000033;25.8823529411765
26.7916833333334;15.6862745098039
26.880116666666677;15.6862745098039
26.966716666666617;67.843137254902
27.04903333333338;16.8627450980392
27.13126666666673;92.9411764705882
27.21388333333331;100.0
27.29996666666666;81.9607843137255
27.384600000000017;69.8039215686274
27.469650000000062;15.6862745098039
27.558116666666685;13.7254901960784
27.643216666666678;77.6470588235294
27.72566666666668;78.8235294117647
27.811016666666667;15.6862745098039
27.902649999999994;67.843137254902
27.989366666666683;78.8235294117647
28.06800000000003;80.7843137254902
28.14998333333339;66.6666666666667
28.240933333333306;64.7058823529412
28.326349999999973;65.8823529411765
28.411383333333287;15.6862745098039
28.492283333333276;15.6862745098039
28.578999999999965;16.8627450980392
28.663083333333393;40.0
28.747383333333346;57.6470588235294
28.83801666666671;16.8627450980392
28.91846666666667;44.7058823529412
29.003000000000004;12.9411764705882
29.085149999999945;68.6274509803922
29.171083333333325;62.7450980392157
29.253600000000006;16.8627450980392
29.33666666666662;44.7058823529412
29.422366666666615;64.7058823529412
29.5104333333334;81.9607843137255
29.590366666666643;15.6862745098039
29.67545000000003;15.6862745098039
29.76121666666671;16.8627450980392
29.846116666666664;15.6862745098039
29.923883333333286;43.921568627451
30.011166666666636;23.921568627451
30.092283333333278;30.9803921568627
30.17683333333334;22.7450980392157
30.258316666666722;41.9607843137255
30.341116666666615;41.9607843137255
30.4291833333334;15.6862745098039
30.51848333333328;37.6470588235294
30.603200000000047;15.6862745098039
30.685266666666696;65.8823529411765
30.7739666666667;53.7254901960784
30.858400000000014;14.9019607843137
30.940899999999964;57.6470588235294
31.028849999999995;63.921568627451
31.11846666666667;56.8627450980392
31.20625;20.7843137254902
31.28836666666672;64.7058823529412
31.37450000000002;48.6274509803922
31.46181666666671;17.6470588235294
31.547149999999966;57.6470588235294
31.628416666666695;55.6862745098039
31.708416666666622;36.8627450980392
31.798033333333297;13.7254901960784
31.879566666666626;58.8235294117647
31.958566666666716;45.8823529411765
32.045233333333336;21.9607843137255
32.13296666666671;15.6862745098039
32.21695;21.9607843137255
32.29871666666671;18.8235294117647
32.39045000000006;37.6470588235294
32.47213333333335;34.9019607843137
32.55546666666669;18.8235294117647
32.63718333333333;24.7058823529412
32.722983333333346;20.0
32.80645000000004;26.6666666666667
32.89031666666669;38.8235294117647
32.97355000000001;0.0
33.05885000000004;0.0
