Time (minutes);Father's Calculated engine load value
0.0;41.9607843137255
0.09710000000001552;49.8039215686275
0.19216666666664725;33.7254901960784
0.2880333333333207;36.8627450980392
0.3862166666667084;40.7843137254902
0.4780666666666851;51.7647058823529
0.5609666666667181;31.7647058823529
0.6430499999999787;26.6666666666667
0.7325833333333625;45.8823529411765
0.8197000000000116;29.8039215686275
0.9082333333333129;26.6666666666667
1.0014833333333324;20.0
1.0961333333333945;29.8039215686275
1.186033333333277;25.8823529411765
1.2781833333333148;24.7058823529412
1.366366666666727;38.8235294117647
1.4549166666666375;64.7058823529412
1.547833333333377;52.9411764705882
1.6407000000000456;35.6862745098039
1.7246166666666491;67.843137254902
1.8158500000000155;11.7647058823529
1.9016999999999826;65.8823529411765
1.9822833333333014;13.7254901960784
2.072166666666696;20.0
2.1568333333333913;53.7254901960784
2.2419333333333875;14.9019607843137
2.3191833333333003;27.843137254902
2.4063833333333604;53.7254901960784
2.492150000000038;52.9411764705882
2.576316666666632;21.9607843137255
2.659499999999995;47.843137254902
2.7499166666667105;42.7450980392157
2.8313500000000205;25.8823529411765
2.914099999999962;66.6666666666667
2.996449999999944;45.8823529411765
3.0907000000000457;10.9803921568627
3.16881666666668;62.7450980392157
3.256550000000061;12.9411764705882
3.3404333333333245;22.7450980392157
3.4354999999999563;56.8627450980392
3.519683333333281;13.7254901960784
3.6015333333332817;25.8823529411765
3.686666666666618;44.7058823529412
3.7724666666666358;40.0
3.8553333333333284;21.9607843137255
3.9443333333333914;50.9803921568627
4.026699999999982;30.9803921568627
4.108299999999994;65.8823529411765
4.190683333333315;40.7843137254902
4.284800000000057;60.7843137254902
4.3757000000000215;63.921568627451
4.4663833333333365;69.8039215686274
4.557966666666713;14.9019607843137
4.648266666666677;63.921568627451
4.731633333333351;14.9019607843137
4.826783333333394;80.7843137254902
4.916183333333295;44.7058823529412
5.007683333333383;16.8627450980392
5.101900000000024;14.9019607843137
5.191650000000057;47.843137254902
5.282433333333392;35.6862745098039
5.369683333333281;16.8627450980392
5.454033333333306;44.7058823529412
5.546000000000034;16.8627450980392
5.627783333333355;16.8627450980392
5.708333333333333;24.7058823529412
5.791249999999976;21.9607843137255
5.884166666666715;22.7450980392157
5.963149999999951;21.9607843137255
6.051516666666672;20.7843137254902
6.13786666666662;26.6666666666667
6.225666666666681;16.8627450980392
6.310633333333317;23.921568627451
6.39383333333329;15.6862745098039
6.483966666666674;20.0
6.568366666666649;13.7254901960784
6.652150000000014;34.9019607843137
6.739983333333294;15.6862745098039
6.822766666666697;73.7254901960784
6.910266666666697;77.6470588235294
7.00008333333329;69.8039215686274
7.088900000000042;76.8627450980392
7.169749999999961;76.8627450980392
7.2553500000000595;73.7254901960784
7.334316666666685;15.6862745098039
7.425583333333392;15.6862745098039
7.507616666666703;63.921568627451
7.589650000000014;14.9019607843137
7.678066666666685;70.9803921568627
7.761500000000039;13.7254901960784
7.846950000000046;17.6470588235294
7.931766666666712;13.7254901960784
8.016366666666727;14.9019607843137
8.102283333333373;67.843137254902
8.187766666666722;53.7254901960784
8.290749999999996;60.7843137254902
8.370033333333291;52.9411764705882
8.455099999999948;22.7450980392157
8.534399999999975;69.8039215686274
8.620033333333291;68.6274509803922
8.704933333333368;62.7450980392157
8.78763333333336;65.8823529411765
8.870850000000065;74.9019607843137
8.955566666666709;16.8627450980392
9.041383333333336;15.6862745098039
9.125416666666691;74.9019607843137
9.205333333333328;71.7647058823529
9.29383333333329;60.0
9.376633333333302;60.0
9.46276666666672;56.8627450980392
9.54381666666668;51.7647058823529
9.628316666666676;61.9607843137255
9.715133333333386;15.6862745098039
9.798166666666656;47.843137254902
