Time (minutes);Father's Throttle position
0.0;15.2941176470588
0.09261666666667831;15.6862745098039
0.18463333333323437;14.9019607843137
0.2759999999999612;15.6862745098039
0.37858333333327515;15.2941176470588
0.46624999999997574;14.9019607843137
0.5493666666666589;13.7254901960784
0.6298999999999069;13.7254901960784
0.7224333333332955;16.078431372549
0.8083833333332829;14.1176470588235
0.8994499999999486;14.5098039215686
0.9909999999999854;14.5098039215686
1.086933333333339;13.7254901960784
1.1744833333332887;13.3333333333333
1.2676333333332876;13.3333333333333
1.3562666666666094;13.3333333333333
1.4462999999999737;18.0392156862745
1.5383166666666512;18.8235294117647
1.6313333333332898;14.1176470588235
1.7156166666666346;18.4313725490196
1.8071499999999407;13.3333333333333
1.888883333333312;20.3921568627451
1.9747833333332285;16.4705882352941
2.0601666666666762;13.3333333333333
2.1477333333332354;19.2156862745098
2.228549999999935;12.9411764705882
2.309916666666565;14.1176470588235
2.3938833333332394;17.6470588235294
2.481266666666609;20.3921568627451
2.5644666666665823;19.6078431372549
2.6498999999999797;17.2549019607843
2.73786666666662;14.1176470588235
2.8222833333333255;15.6862745098039
2.901299999999901;15.6862745098039
2.987033333333238;12.5490196078431
3.0763499999999717;12.9411764705882
3.1591833333333246;20.7843137254902
3.2437999999999496;14.1176470588235
3.3315166666666;13.3333333333333
3.424399999999999;19.2156862745098
3.5101166666666055;13.3333333333333
3.5930166666666383;13.7254901960784
3.677316666666593;14.1176470588235
3.760966666666597;21.1764705882353
3.844466666666631;21.9607843137255
3.9321166666666008;14.1176470588235
4.017599999999947;12.9411764705882
4.095633333333293;13.3333333333333
4.182800000000013;18.0392156862745
4.273049999999906;21.1764705882353
4.368266666666629;22.7450980392157
4.457516666666682;22.3529411764706
4.550216666666651;14.1176470588235
4.635716666666607;14.1176470588235
4.722849999999986;14.1176470588235
4.816266666666585;22.7450980392157
4.908766666666634;14.1176470588235
5.001299999999901;14.1176470588235
5.0943999999999505;12.9411764705882
5.183849999999923;16.078431372549
5.276133333333322;14.1176470588235
5.35643333333331;12.9411764705882
5.443266666666629;19.6078431372549
5.534516666666605;17.2549019607843
5.6179000000000086;12.5490196078431
5.696199999999953;12.9411764705882
5.784466666666655;12.5490196078431
5.869783333333301;12.5490196078431
5.955149999999898;12.9411764705882
6.039399999999902;12.5490196078431
6.126933333333242;14.9019607843137
6.214833333333323;19.2156862745098
6.3001166666666295;17.2549019607843
6.38198333333324;14.1176470588235
6.472566666666656;16.4705882352941
6.555683333333339;14.5098039215686
6.642499999999927;22.3529411764706
6.726566666666622;13.7254901960784
6.812266666666619;24.7058823529412
6.89964999999999;27.4509803921569
6.989849999999933;21.9607843137255
7.077016666666653;24.3137254901961
7.159616666666625;28.2352941176471
7.242749999999917;25.4901960784314
7.328733333333245;14.5098039215686
7.414333333333343;22.7450980392157
7.496333333333314;14.5098039215686
7.577483333333293;23.1372549019608
7.667849999999938;14.5098039215686
7.75049999999998;22.3529411764706
7.838433333333281;14.9019607843137
7.917749999999917;21.1764705882353
8.008299999999993;23.5294117647059
8.088516666666571;17.6470588235294
8.179266666666566;23.1372549019608
8.276949999999973;24.7058823529412
8.359366666666634;14.9019607843137
8.44393333333331;21.9607843137255
8.522816666666646;27.4509803921569
8.608749999999903;23.921568627451
8.694666666666672;23.921568627451
8.77516666666658;26.2745098039216
8.860049999999925;22.3529411764706
8.944999999999952;14.5098039215686
9.03258333333324;24.3137254901961
9.113499999999961;27.0588235294118
9.197749999999965;25.4901960784314
9.28196666666663;24.3137254901961
9.367099999999967;24.3137254901961
9.45044999999991;24.7058823529412
9.535816666666626;22.7450980392157
9.617733333333309;25.0980392156863
9.70614999999998;25.8823529411765
9.78738333333325;26.2745098039216
9.885866666666576;26.2745098039216
9.98133333333329;23.5294117647059
10.065649999999975;22.7450980392157
10.14481666666664;16.8627450980392
10.229399999999925;24.7058823529412
10.315166666666604;27.843137254902
10.40074999999997;29.0196078431373
10.48283333333323;28.2352941176471
10.56904999999994;28.2352941176471
10.653699999999905;25.0980392156863
10.73753333333334;25.8823529411765
10.820249999999941;27.4509803921569
10.905483333333299;28.6274509803922
10.989933333333344;25.4901960784314
11.077066666666603;22.7450980392157
11.161566666666598;25.8823529411765
11.247916666666667;15.6862745098039
11.32558333333327;26.2745098039216
11.411533333333258;25.8823529411765
11.494733333333231;21.1764705882353
11.583083333333343;25.0980392156863
11.667733333333308;28.2352941176471
11.75088333333333;14.9019607843137
11.84411666666662;14.9019607843137
11.924333333333319;25.0980392156863
12.005449999999959;23.1372549019608
12.089999999999902;29.4117647058824
12.175283333333331;29.8039215686275
12.258516666666644;25.4901960784314
12.34343333333333;23.5294117647059
12.428483333333254;16.078431372549
12.516666666666667;25.8823529411765
12.603399999999965;24.3137254901961
12.68714999999999;16.078431372549
12.772916666666667;22.3529411764706
12.858716666666563;22.7450980392157
12.94424999999998;24.3137254901961
13.026566666666621;25.8823529411765
13.110949999999987;23.5294117647059
13.196099999999934;24.3137254901961
13.283199999999972;17.6470588235294
13.36393333333326;20.0
13.453000000000005;23.1372549019608
13.541583333333255;21.1764705882353
13.628466666666645;16.078431372549
13.713483333333231;25.8823529411765
13.79954999999997;26.6666666666667
13.885533333333296;16.078431372549
13.970633333333293;15.6862745098039
14.06954999999992;16.078431372549
14.152466666666562;27.4509803921569
14.233516666666644;16.078431372549
14.316016666666595;25.4901960784314
14.398466666666597;21.5686274509804
14.484066666666573;24.7058823529412
14.564533333333262;23.5294117647059
14.648499999999936;24.3137254901961
14.733283333333263;25.0980392156863
14.81933333333327;25.0980392156863
14.901666666666642;23.921568627451
14.984766666666594;25.0980392156863
15.074783333333228;26.2745098039216
15.160933333333256;20.3921568627451
15.242916666666618;16.8627450980392
15.327933333333325;16.078431372549
15.412850000000011;16.078431372549
15.501099999999981;16.8627450980392
15.582016666666581;15.6862745098039
15.671866666666634;25.4901960784314
15.752949999999935;16.078431372549
15.839916666666614;32.5490196078431
15.925449999999909;21.5686274509804
16.010566666666637;15.2941176470588
16.092083333333235;34.1176470588235
16.176883333333294;14.9019607843137
16.25724999999996;34.5098039215686
16.340850000000014;22.3529411764706
16.42418333333335;29.4117647058824
16.511099999999956;23.1372549019608
16.59423333333325;15.6862745098039
16.680533333333248;15.6862745098039
16.760816666666628;20.3921568627451
16.848483333333327;15.6862745098039
16.934999999999977;16.4705882352941
17.017116666666578;15.2941176470588
17.101933333333243;29.0196078431373
17.185049999999926;15.2941176470588
17.272016666666605;36.078431372549
17.35648333333326;15.2941176470588
17.439616666666673;15.2941176470588
17.527916666666595;21.5686274509804
17.61383333333324;35.6862745098039
17.704616666666578;15.2941176470588
17.791883333333317;16.078431372549
17.883616666666665;15.6862745098039
17.96879999999995;23.1372549019608
18.053849999999997;15.2941176470588
18.134549999999944;15.6862745098039
18.21954999999992;15.6862745098039
18.304099999999988;22.7450980392157
18.391116666666615;14.9019607843137
18.471500000000013;29.4117647058824
18.557983333333322;29.0196078431373
18.639416666666634;26.2745098039216
18.72666666666664;14.9019607843137
18.808033333333274;36.8627450980392
18.898283333333286;28.6274509803922
18.97778333333323;19.2156862745098
19.064766666666642;15.2941176470588
19.152683333333336;27.843137254902
19.24248333333332;22.3529411764706
19.329316666666635;21.9607843137255
19.41109999999996;23.1372549019608
19.495933333333234;15.2941176470588
19.58138333333324;29.8039215686275
19.665749999999996;28.2352941176471
19.75053333333332;26.6666666666667
19.83218333333328;15.6862745098039
19.91786666666667;15.6862745098039
20.003499999999985;17.2549019607843
20.090033333333242;15.6862745098039
20.178266666666605;16.078431372549
20.26266666666658;15.6862745098039
20.348349999999968;16.078431372549
20.43223333333323;15.6862745098039
20.51459999999994;15.6862745098039
20.59574999999992;15.6862745098039
20.68073333333329;14.9019607843137
20.770866666666674;14.5098039215686
20.850883333333332;14.1176470588235
20.943049999999978;21.9607843137255
21.02616666666666;23.1372549019608
21.11128333333327;21.5686274509804
21.190133333333264;16.078431372549
21.27593333333328;16.4705882352941
21.357733333333332;14.5098039215686
21.44621666666656;14.5098039215686
21.53174999999998;14.1176470588235
21.61241666666659;12.9411764705882
21.691366666666607;16.078431372549
21.779983333333316;24.3137254901961
21.861333333333338;15.2941176470588
21.947583333333267;21.5686274509804
22.029416666666656;14.1176470588235
22.117300000000007;14.9019607843137
22.194816666666643;14.9019607843137
22.283816666666585;14.5098039215686
22.37531666666667;14.1176470588235
22.46809999999993;12.5490196078431
22.55064999999995;23.921568627451
22.633400000000012;27.4509803921569
22.71869999999993;14.9019607843137
22.802150000000015;14.5098039215686
22.884899999999956;19.2156862745098
22.966749999999955;32.5490196078431
23.050350000000012;23.5294117647059
23.136833333333318;14.9019607843137
23.21698333333334;22.3529411764706
23.30108333333325;21.1764705882353
23.383083333333342;19.2156862745098
23.465616666666634;23.921568627451
23.550999999999963;21.5686274509804
23.63774999999999;14.5098039215686
23.722616666666607;14.1176470588235
23.80558333333332;20.3921568627451
23.892349999999958;22.7450980392157
23.97981666666662;29.8039215686275
24.06161666666667;14.9019607843137
24.146333333333313;21.9607843137255
24.22998333333332;14.5098039215686
24.320799999999995;21.5686274509804
24.39954999999997;23.5294117647059
24.485549999999908;26.2745098039216
24.572566666666656;21.9607843137255
24.660633333333315;14.5098039215686
24.74416666666657;14.5098039215686
24.827166666666624;21.5686274509804
24.911949999999948;18.4313725490196
24.99896666666658;21.9607843137255
25.08266666666665;14.1176470588235
25.16914999999996;17.2549019607843
25.25031666666667;14.1176470588235
25.341383333333336;85.8823529411765
25.41868333333332;22.3529411764706
25.505783333333238;15.2941176470588
25.592449999999978;22.3529411764706
25.67506666666668;23.921568627451
25.758099999999953;19.2156862745098
25.844683333333283;22.7450980392157
25.931000000000008;14.9019607843137
26.013700000000004;19.6078431372549
26.096899999999973;24.7058823529412
26.184416666666586;24.7058823529412
26.27041666666664;24.7058823529412
26.358099999999954;23.5294117647059
26.43794999999991;22.3529411764706
26.523283333333286;25.4901960784314
26.608583333333325;24.3137254901961
26.691866666666588;23.1372549019608
26.781066666666568;21.5686274509804
26.872549999999926;26.2745098039216
26.95526666666665;14.5098039215686
27.03816666666668;14.1176470588235
27.120016666666682;24.3137254901961
27.208199999999973;49.8039215686275
27.28729999999996;14.5098039215686
27.376483333333333;16.078431372549
27.457883333333303;14.5098039215686
27.549616666666648;14.9019607843137
27.6304833333333;20.0
27.715999999999987;27.843137254902
27.798749999999927;14.9019607843137
27.892799999999987;24.3137254901961
27.97639999999992;14.5098039215686
28.05639999999997;27.843137254902
28.13818333333329;23.1372549019608
28.23076666666663;24.7058823529412
28.31314999999995;24.7058823529412
28.40073333333324;15.2941176470588
28.483050000000002;15.2941176470588
28.571583333333304;14.5098039215686
28.651999999999923;16.4705882352941
28.73918333333325;13.7254901960784
28.826649999999912;12.5490196078431
28.908616666666664;19.6078431372549
28.9897333333333;12.5490196078431
29.073849999999947;23.921568627451
29.159783333333326;23.5294117647059
29.242366666666566;13.7254901960784
29.32468333333333;16.078431372549
29.4131999999999;25.8823529411765
29.498733333333316;25.4901960784314
29.58143333333331;14.1176470588235
29.66334999999999;13.7254901960784
29.75224999999991;13.7254901960784
29.832983333333324;13.3333333333333
29.915549999999953;12.5490196078431
29.99848333333333;12.9411764705882
30.084850000000007;12.5490196078431
30.16496666666656;12.5490196078431
30.247799999999916;18.0392156862745
30.330566666666588;19.6078431372549
30.421799999999955;13.7254901960784
30.50664999999996;19.6078431372549
