SECONDS;PID;VALUE;UNITS;LATITUDE;LONGTITUDE
0.0;Throttle position;16.078431372549;%;40.9677616;29.093573
0.10613333333330957;Throttle position;18.4313725490196;%;40.9679528978082;29.0947370870166
0.20263333333332412;Throttle position;14.5098039215686;%;40.9680333803181;29.0954951414901
0.3078833333333023;Throttle position;14.9019607843137;%;40.96788;29.0963051
0.4075833333333018;Throttle position;28.6274509803922;%;40.9676725715224;29.0971003288893
0.4995166666666895;Throttle position;33.3333333333333;%;40.9673164115863;29.0979224916675
0.6014333333333222;Throttle position;19.6078431372549;%;40.9670631239194;29.0986332659549
0.7037333333333057;Throttle position;23.5294117647059;%;40.966702481214;29.0992041218205
0.8059499999999995;Throttle position;20.0;%;40.9664221404559;29.0997791050149
0.9026166666667147;Throttle position;14.9019607843137;%;40.9662724769251;29.1001623862992
1.0162666666666458;Throttle position;17.2549019607843;%;40.9661054;29.1005226
1.1196500000000014;Throttle position;13.7254901960784;%;40.9656871370318;29.1011800490704
1.2160499999999956;Throttle position;12.5490196078431;%;40.9655247876266;29.1014658360116
1.3226999999999558;Throttle position;14.5098039215686;%;40.9654695;29.1016429
1.4221166666666856;Throttle position;13.7254901960784;%;40.965409683714;29.1017359928966
1.53126666666667;Throttle position;24.3137254901961;%;40.9653433257193;29.1019192658926
1.6361166666666274;Throttle position;23.1372549019608;%;40.9651931;29.1022223
1.7410499999999955;Throttle position;13.7254901960784;%;40.9648958324652;29.1028619836269
1.8436500000000402;Throttle position;14.5098039215686;%;40.9647102394352;29.1031085501835
1.954066666666707;Throttle position;13.7254901960784;%;40.9646789479067;29.1031582588197
2.0545166666666166;Throttle position;13.3333333333333;%;40.9646789479067;29.1031582588197
2.1498166666666294;Throttle position;13.3333333333333;%;40.9646789479067;29.1031582588197
2.25641666666664;Throttle position;13.3333333333333;%;40.9646789479067;29.1031582588197
2.357866666666632;Throttle position;14.1176470588235;%;40.9646017;29.1031736
2.4579666666666524;Throttle position;16.078431372549;%;40.964547501653;29.1035279295234
2.5476666666666157;Throttle position;15.6862745098039;%;40.9646557159488;29.1038216740555
2.6493666666667197;Throttle position;23.5294117647059;%;40.964938;29.1037699
2.7406833333333753;Throttle position;25.0980392156863;%;40.9654801294121;29.1040905020092
2.833666666666674;Throttle position;22.7450980392157;%;40.9660430743447;29.1038080928854
2.926066666666702;Throttle position;13.7254901960784;%;40.9666453488948;29.1034770403028
3.033066666666673;Throttle position;15.6862745098039;%;40.9673267119431;29.1031178772148
3.1394833333333736;Throttle position;24.7058823529412;%;40.9680130654901;29.1027379286927
3.2389166666667126;Throttle position;27.4509803921569;%;40.9687464128696;29.1023220423053
3.348399999999977;Throttle position;13.3333333333333;%;40.969003;29.1012706
3.444483333333301;Throttle position;13.3333333333333;%;40.9698983372836;29.1017093908362
3.5458666666666128;Throttle position;13.7254901960784;%;40.969919614671;29.1016974307205
3.6475999999999353;Throttle position;13.7254901960784;%;40.969919614671;29.1016974307205
3.753733333333306;Throttle position;12.9411764705882;%;40.969919614671;29.1016974307205
3.851133333333382;Throttle position;25.4901960784314;%;40.9699630206772;29.1016761274943
3.9525500000000346;Throttle position;27.843137254902;%;40.9703716139329;29.1014136523197
4.054933333333308;Throttle position;16.078431372549;%;40.9710991857347;29.1010078365752
4.158983333333344;Throttle position;29.4117647058824;%;40.9719332033458;29.1004744430538
4.25666666666663;Throttle position;87.4509803921569;%;40.9728414612582;29.1000880463262
4.363016666666651;Throttle position;13.3333333333333;%;40.9738447920537;29.0994861158458
4.4578833333333625;Throttle position;13.3333333333333;%;40.9745180927113;29.0991038023522
4.560199999999956;Throttle position;25.0980392156863;%;40.9753024079724;29.0985708869727
4.663616666666652;Throttle position;14.1176470588235;%;40.9758343;29.0979458
4.771633333333314;Throttle position;85.4901960784314;%;40.9770520158215;29.0975702490136
4.8819000000000115;Throttle position;13.3333333333333;%;40.9774570225909;29.0968391465466
4.983149999999963;Throttle position;12.9411764705882;%;40.9775238895636;29.0966518473263
5.088899999999982;Throttle position;12.9411764705882;%;40.9775238895636;29.0966518473263
5.1850666666667165;Throttle position;12.9411764705882;%;40.9775238895636;29.0966518473263
5.296633333333315;Throttle position;27.843137254902;%;40.9775765109128;29.0964970947609
5.395499999999993;Throttle position;13.7254901960784;%;40.9777681955386;29.0958831405265
5.501000000000022;Throttle position;13.7254901960784;%;40.9778921120343;29.0948758287863
5.60023333333332;Throttle position;13.3333333333333;%;40.9779644248862;29.0938443241323
5.713316666666712;Throttle position;13.3333333333333;%;40.978239801086;29.0927642872565
5.811883333333329;Throttle position;14.1176470588235;%;40.9784731470857;29.0921560285801
5.909550000000006;Throttle position;19.2156862745098;%;40.9789142142012;29.0921592612771
6.017383333333358;Throttle position;22.3529411764706;%;40.979288;29.0921923
6.115149999999933;Throttle position;13.7254901960784;%;40.9799472238243;29.0923952838209
6.219533333333372;Throttle position;13.3333333333333;%;40.9806138404266;29.0925505268543
6.328816666666716;Throttle position;89.0196078431373;%;40.980785;29.0925099
6.424466666666619;Throttle position;14.1176470588235;%;40.981161545358;29.0936825976162
6.534266666666675;Throttle position;13.7254901960784;%;40.9813547747144;29.0947894922647
6.632116666666661;Throttle position;89.0196078431373;%;40.9816219046464;29.0963485408379
6.737133333333319;Throttle position;14.9019607843137;%;40.9819022423843;29.097956241482
6.829283333333357;Throttle position;23.921568627451;%;40.9822389334089;29.0996122961691
6.9339333333332736;Throttle position;14.5098039215686;%;40.9827648868384;29.1010906633475
7.031883333333281;Throttle position;22.7450980392157;%;40.9833999807105;29.1023351280665
