Time (minutes);My Throttle position
11.74955000000003;26.6666666666667
11.846349999999983;88.6274509803922
11.948833333333278;15.6862745098039
12.054916666666697;89.0196078431373
12.148533333333338;22.3529411764706
12.251716666666653;24.3137254901961
12.351166666666602;25.4901960784314
12.456783333333382;25.4901960784314
12.560333333333316;26.2745098039216
12.661466666666637;26.6666666666667
12.766699999999947;25.8823529411765
12.87588333333327;25.8823529411765
12.9694833333333;25.8823529411765
13.073283333333347;25.0980392156863
13.167899999999948;26.6666666666667
13.272716666666687;27.4509803921569
13.380216666666637;16.078431372549
13.480566666666649;15.6862745098039
13.586249999999987;22.7450980392157
13.68746666666672;23.921568627451
13.796066666666654;16.078431372549
13.896566666666635;24.7058823529412
13.992950000000018;28.2352941176471
14.098149999999986;28.2352941176471
14.19336666666671;16.078431372549
14.301583333333292;16.078431372549
14.403116666666696;15.6862745098039
14.501600000000023;15.2941176470588
14.607816666666682;15.6862745098039
14.714333333333283;26.6666666666667
14.810633333333378;24.7058823529412
14.914916666666674;35.2941176470588
15.01238333333331;25.4901960784314
15.12499999999994;89.0196078431373
15.21898333333332;15.2941176470588
15.324749999999948;89.0196078431373
15.429316666666697;89.0196078431373
15.526450000000052;44.3137254901961
15.630550000000039;26.6666666666667
15.73773333333332;25.8823529411765
15.832383333333382;16.078431372549
15.938699999999942;15.6862745098039
16.028416666666637;16.078431372549
16.11215000000005;15.2941176470588
16.203966666666688;15.6862745098039
16.28781666666661;23.1372549019608
16.37653333333334;35.2941176470588
16.462183333333268;15.6862745098039
16.550916666666613;30.9803921568627
16.63818333333335;26.6666666666667
16.72446666666662;15.2941176470588
16.81259999999996;89.4117647058823
16.90075000000003;26.2745098039216
16.98826666666664;15.6862745098039
17.075949999999953;16.078431372549
17.163699999999942;15.6862745098039
17.257533333333352;33.3333333333333
17.341083333333337;28.2352941176471
17.43046666666663;24.3137254901961
17.515816666666616;20.0
17.604216666666677;29.0196078431373
17.68819999999996;30.5882352941176
17.771633333333316;27.843137254902
17.85771666666666;15.6862745098039
17.94841666666671;30.1960784313725
18.03868333333333;23.1372549019608
18.11905;15.6862745098039
18.20650000000005;23.921568627451
18.296616666666704;15.6862745098039
18.388600000000043;35.2941176470588
18.473799999999937;89.0196078431373
18.559233333333335;89.0196078431373
18.64933333333338;27.843137254902
18.73684999999999;27.4509803921569
18.82341666666671;27.843137254902
18.910433333333337;23.921568627451
19.000833333333322;16.078431372549
19.089550000000052;29.4117647058824
19.170566666666673;37.6470588235294
19.260000000000037;70.5882352941177
19.34246666666665;89.0196078431373
19.434066666666634;15.6862745098039
19.516266666666645;15.6862745098039
19.604950000000038;14.1176470588235
19.697433333333358;21.9607843137255
19.7818166666666;89.0196078431373
19.866299999999985;88.6274509803922
19.951716666666652;32.156862745098
20.04528333333334;16.078431372549
20.127916666666653;15.2941176470588
20.209666666666635;13.3333333333333
20.29394999999998;88.6274509803922
20.38701666666669;14.5098039215686
20.47406666666666;13.7254901960784
20.55631666666662;88.6274509803922
20.646666666666654;25.8823529411765
20.739633333333344;14.9019607843137
20.8259;27.843137254902
20.908416666666685;26.2745098039216
20.993183333333278;89.0196078431373
21.079366666666647;20.7843137254902
21.16958333333332;61.5686274509804
21.257616666666642;89.0196078431373
21.342283333333338;29.8039215686275
21.42943333333333;14.9019607843137
21.519966666666672;14.1176470588235
21.603716666666696;16.078431372549
21.69235000000002;89.0196078431373
21.775400000000023;17.2549019607843
21.86464999999995;15.2941176470588
21.948049999999967;29.0196078431373
22.041783333333356;14.9019607843137
22.12604999999997;22.3529411764706
22.215016666666695;14.9019607843137
22.297583333333325;14.9019607843137
22.385033333333375;14.9019607843137
22.470716666666643;14.5098039215686
22.55701666666664;26.6666666666667
22.64501666666662;20.0
22.73144999999998;89.0196078431373
22.815916666666634;16.078431372549
22.90634999999996;88.6274509803922
22.989100000000022;33.7254901960784
23.07661666666663;29.8039215686275
23.158266666666712;30.5882352941176
23.252566666666645;24.7058823529412
23.33293333333331;29.0196078431373
23.422866666666657;26.6666666666667
23.509949999999964;15.6862745098039
23.60139999999998;28.2352941176471
23.691316666666715;15.2941176470588
23.782633333333372;89.0196078431373
23.871033333333312;23.921568627451
23.96413333333336;30.1960784313725
24.053199999999986;43.5294117647059
24.138433333333342;15.6862745098039
24.221633333333315;16.078431372549
24.31363333333338;25.0980392156863
24.40038333333329;36.4705882352941
24.48853333333336;89.0196078431373
24.571900000000035;89.0196078431373
24.663566666666703;33.7254901960784
24.74996666666672;15.6862745098039
24.83831666666671;19.2156862745098
24.923183333333327;16.078431372549
25.010216666666686;15.6862745098039
25.10141666666671;14.1176470588235
25.18208333333332;19.6078431372549
25.26878333333328;14.1176470588235
25.36181666666665;14.1176470588235
25.443183333333277;23.921568627451
25.529733333333265;15.2941176470588
25.614433333333302;16.078431372549
25.709883333333284;89.0196078431373
25.79371666666672;14.9019607843137
25.884550000000004;13.7254901960784
25.967600000000008;13.3333333333333
26.063683333333334;12.9411764705882
26.145133333333373;12.9411764705882
26.234166666666656;14.5098039215686
26.32033333333329;20.7843137254902
26.41956666666671;19.2156862745098
26.504199999999948;23.1372549019608
26.590233333333344;19.2156862745098
26.673983333333368;16.4705882352941
26.765433333333384;16.4705882352941
26.849216666666628;21.9607843137255
26.9336166666666;14.1176470588235
27.016683333333336;88.6274509803922
27.105983333333338;23.5294117647059
27.18655000000005;29.0196078431373
27.27026666666661;14.1176470588235
27.350733333333302;13.7254901960784
27.441000000000045;87.843137254902
27.521866666666696;16.078431372549
27.608350000000005;14.5098039215686
27.694150000000022;14.1176470588235
27.78349999999997;14.9019607843137
27.867383333333358;14.9019607843137
27.952783333333294;13.3333333333333
28.040316666666634;13.7254901960784
28.130216666666637;14.1176470588235
28.21303333333338;13.3333333333333
28.301783333333333;13.3333333333333
28.473616666666626;15.6862745098039
