Time (minutes);My Throttle position
0.0;16.078431372549
0.10613333333330957;18.4313725490196
0.20263333333332412;14.5098039215686
0.3078833333333023;14.9019607843137
0.4075833333333018;28.6274509803922
0.4995166666666895;33.3333333333333
0.6014333333333222;19.6078431372549
0.7037333333333057;23.5294117647059
0.8059499999999995;20.0
0.9026166666667147;14.9019607843137
1.0162666666666458;17.2549019607843
1.1196500000000014;13.7254901960784
1.2160499999999956;12.5490196078431
1.3226999999999558;14.5098039215686
1.4221166666666856;13.7254901960784
1.53126666666667;24.3137254901961
1.6361166666666274;23.1372549019608
1.7410499999999955;13.7254901960784
1.8436500000000402;14.5098039215686
1.954066666666707;13.7254901960784
2.0545166666666166;13.3333333333333
2.1498166666666294;13.3333333333333
2.25641666666664;13.3333333333333
2.357866666666632;14.1176470588235
2.4579666666666524;16.078431372549
2.5476666666666157;15.6862745098039
2.6493666666667197;23.5294117647059
2.7406833333333753;25.0980392156863
2.833666666666674;22.7450980392157
2.926066666666702;13.7254901960784
3.033066666666673;15.6862745098039
3.1394833333333736;24.7058823529412
3.2389166666667126;27.4509803921569
3.348399999999977;13.3333333333333
3.444483333333301;13.3333333333333
3.5458666666666128;13.7254901960784
3.6475999999999353;13.7254901960784
3.753733333333306;12.9411764705882
3.851133333333382;25.4901960784314
3.9525500000000346;27.843137254902
4.054933333333308;16.078431372549
4.158983333333344;29.4117647058824
4.25666666666663;87.4509803921569
4.363016666666651;13.3333333333333
4.4578833333333625;13.3333333333333
4.560199999999956;25.0980392156863
4.663616666666652;14.1176470588235
4.771633333333314;85.4901960784314
4.8819000000000115;13.3333333333333
4.983149999999963;12.9411764705882
5.088899999999982;12.9411764705882
5.1850666666667165;12.9411764705882
5.296633333333315;27.843137254902
5.395499999999993;13.7254901960784
5.501000000000022;13.7254901960784
5.60023333333332;13.3333333333333
5.713316666666712;13.3333333333333
5.811883333333329;14.1176470588235
5.909550000000006;19.2156862745098
6.017383333333358;22.3529411764706
6.115149999999933;13.7254901960784
6.219533333333372;13.3333333333333
6.328816666666716;89.0196078431373
6.424466666666619;14.1176470588235
6.534266666666675;13.7254901960784
6.632116666666661;89.0196078431373
6.737133333333319;14.9019607843137
6.829283333333357;23.921568627451
6.9339333333332736;14.5098039215686
7.031883333333281;22.7450980392157
7.139749999999974;14.5098039215686
7.2423333333332875;14.1176470588235
7.341366666666667;89.0196078431373
7.4434499999999995;89.0196078431373
7.545566666666673;89.0196078431373
7.646749999999944;15.6862745098039
7.743449999999999;33.3333333333333
7.844466666666691;21.9607843137255
7.956900000000011;22.3529411764706
8.051549999999953;28.2352941176471
8.159233333333335;89.0196078431373
8.253816666666717;30.1960784313725
8.362016666666689;14.5098039215686
8.465883333333295;89.0196078431373
8.564533333333323;28.2352941176471
8.666933333333327;36.078431372549
8.765183333333274;27.843137254902
8.870716666666643;87.4509803921569
8.973433333333316;32.5490196078431
9.06868333333338;25.4901960784314
9.176266666666622;35.2941176470588
9.285649999999986;36.4705882352941
9.392283333333337;69.0196078431373
9.491333333333326;30.1960784313725
9.590349999999974;36.078431372549
9.697266666666655;46.2745098039216
9.805533333333308;89.0196078431373
9.905149999999958;89.0196078431373
10.015966666666706;89.0196078431373
10.112033333333299;26.2745098039216
10.220399999999973;25.8823529411765
10.315849999999955;16.078431372549
10.419583333333321;21.9607843137255
10.51215000000005;15.2941176470588
10.619916666666601;29.8039215686275
10.730883333333319;23.5294117647059
10.828333333333346;25.8823529411765
10.926816666666673;24.3137254901961
11.029149999999996;89.0196078431373
11.1372;31.3725490196078
11.240333333333364;30.5882352941176
11.33684999999999;89.0196078431373
11.4444833333333;89.0196078431373
11.548100000000037;32.156862745098
11.647266666666656;16.4705882352941
