"SECONDS";"PID";"VALUE";"UNITS";"LATITUDE";"LONGTITUDE";
"78637.413251";"Speed (GPS)";"0";"km/h";"40.891312744888";"29.372511442433";
"78637.433251";"Altitude (GPS)";"0";"m";"40.891312744888";"29.372511442433";
"78637.450251";"Average speed (GPS)";"0";"km/h";"40.891312744888";"29.372511442433";
"78637.450251";"Speed (GPS)";"0";"km/h";"40.891312744888";"29.372511442433";
"78637.452251";"Altitude (GPS)";"0";"m";"40.891312744888";"29.372511442433";
"78637.466251";"Altitude (GPS)";"165.700012207031";"m";"40.891312744888";"29.372511442433";
"78637.466251";"Average speed (GPS)";"0";"km/h";"40.891312744888";"29.372511442433";
"78637.466251";"Speed (GPS)";"0";"km/h";"40.891312744888";"29.372511442433";
"78638.960251";"Altitude (GPS)";"181.914111502941";"m";"40.891312744888";"29.372511442433";
"78638.960251";"Average speed (GPS)";"74.4679359476966";"km/h";"40.891312744888";"29.372511442433";
"78638.960251";"Speed (GPS)";"76.825984954834";"km/h";"40.891312744888";"29.372511442433";
"78639.001251";"Average speed (GPS)";"74.5287986284063";"km/h";"40.891312744888";"29.372511442433";
"78639.001251";"Speed (GPS)";"76.825984954834";"km/h";"40.891312744888";"29.372511442433";
"78639.002251";"Altitude (GPS)";"181.914111502941";"m";"40.891312744888";"29.372511442433";
"78639.005251";"Altitude (GPS)";"181.914111502941";"m";"40.891312744888";"29.372511442433";
"78639.005251";"Average speed (GPS)";"74.5341672426886";"km/h";"40.891312744888";"29.372511442433";
"78639.005251";"Speed (GPS)";"76.825984954834";"km/h";"40.891312744888";"29.372511442433";
"78639.017251";"Altitude (GPS)";"0";"m";"40.891312744888";"29.372511442433";
"78639.017251";"Average speed (GPS)";"73.983148590561";"km/h";"40.891312744888";"29.372511442433";
"78639.017251";"Speed (GPS)";"0";"km/h";"40.891312744888";"29.372511442433";
"78640.006251";"Altitude (GPS)";"182.49895155145";"m";"40.891312744888";"29.372511442433";
"78640.006251";"Average speed (GPS)";"75.5573363532731";"km/h";"40.891312744888";"29.372511442433";
"78640.006251";"Speed (GPS)";"78.102156829834";"km/h";"40.891312744888";"29.372511442433";
"78640.029251";"Altitude (GPS)";"182.49895155145";"m";"40.8914861021723";"29.3723997502824";
"78640.029251";"Average speed (GPS)";"75.5801051039324";"km/h";"40.8914861021723";"29.3723997502824";
"78640.029251";"Speed (GPS)";"78.102156829834";"km/h";"40.8914861021723";"29.3723997502824";
"78640.036251";"Average speed (GPS)";"75.5873924805884";"km/h";"40.8914861021723";"29.3723997502824";
