"SECONDS";"PID";"VALUE";"UNITS";"LATITUDE";"LONGTITUDE";
"44302.25089";"Altitude (GPS)";"86.9000015258789";"m";"40.9678865";"29.0910346";
"44302.46789";"Average speed (GPS)";"4.01790967147868";"km/h";"40.9678865";"29.0910346";
"44302.46789";"Speed (GPS)";"5.18882603645325";"km/h";"40.9678865";"29.0910346";
"44302.47189";"Altitude (GPS)";"110.618731511884";"m";"40.9678865";"29.0910346";
"44302.53389";"Altitude (GPS)";"110.618731511884";"m";"40.9679151215405";"29.0909853257458";
"44302.53389";"Average speed (GPS)";"4.0744205656847";"km/h";"40.9679151215405";"29.0909853257458";
"44302.53389";"Speed (GPS)";"5.18882603645325";"km/h";"40.9679151215405";"29.0909853257458";
"44302.53589";"Altitude (GPS)";"110.618731511884";"m";"40.9679151215405";"29.0909853257458";
"44302.53589";"Average speed (GPS)";"4.07605761004134";"km/h";"40.9679151215405";"29.0909853257458";
"44302.53589";"Speed (GPS)";"5.18882603645325";"km/h";"40.9679151215405";"29.0909853257458";
"44302.56089";"Altitude (GPS)";"86.9000015258789";"m";"40.9679151215405";"29.0909853257458";
"44302.56089";"Average speed (GPS)";"4.00552703179148";"km/h";"40.9679151215405";"29.0909853257458";
"44302.56089";"Speed (GPS)";"0";"km/h";"40.9679151215405";"29.0909853257458";
"44302.77189";"Altitude (GPS)";"86.9000015258789";"m";"40.9678865";"29.0910346";
"44303.34889";"Altitude (GPS)";"109.76640517829";"m";"40.9678865";"29.0910346";
"44303.34889";"Average speed (GPS)";"4.00939088132426";"km/h";"40.9678865";"29.0910346";
"44303.34889";"Speed (GPS)";"4.01629428863525";"km/h";"40.9678865";"29.0910346";
"44303.37789";"Altitude (GPS)";"109.76640517829";"m";"40.9678954501279";"29.0909894470441";
"44303.37789";"Average speed (GPS)";"4.00947914855498";"km/h";"40.9678954501279";"29.0909894470441";
"44303.37789";"Speed (GPS)";"4.01629428863525";"km/h";"40.9678954501279";"29.0909894470441";
"44303.39389";"Altitude (GPS)";"109.76640517829";"m";"40.9678954501279";"29.0909894470441";
"44303.39389";"Average speed (GPS)";"4.00952740828832";"km/h";"40.9678954501279";"29.0909894470441";
"44303.39389";"Speed (GPS)";"4.01629428863525";"km/h";"40.9678954501279";"29.0909894470441";
"44303.41989";"Altitude (GPS)";"86.9000015258789";"m";"40.9678954501279";"29.0909894470441";
"44303.41989";"Average speed (GPS)";"3.96283544498685";"km/h";"40.9678954501279";"29.0909894470441";
"44303.41989";"Speed (GPS)";"0";"km/h";"40.9678954501279";"29.0909894470441";
"44304.37189";"Altitude (GPS)";"111.610376113773";"m";"40.9678954501279";"29.0909894470441";
"44304.37189";"Average speed (GPS)";"4.78464967594919";"km/h";"40.9678954501279";"29.0909894470441";
"44304.37189";"Speed (GPS)";"6.74392833709717";"km/h";"40.9678954501279";"29.0909894470441";
"44304.41789";"Altitude (GPS)";"111.610376113773";"m";"40.9678915970982";"29.0910068172447";
"44304.41789";"Average speed (GPS)";"4.81256506101544";"km/h";"40.9678915970982";"29.0910068172447";
"44304.41789";"Speed (GPS)";"6.74392833709717";"km/h";"40.9678915970982";"29.0910068172447";
"44304.41989";"Altitude (GPS)";"111.610376113773";"m";"40.9678915970982";"29.0910068172447";
"44304.41989";"Average speed (GPS)";"4.81355849406689";"km/h";"40.9678915970982";"29.0910068172447";
"44304.41989";"Speed (GPS)";"6.74392833709717";"km/h";"40.9678915970982";"29.0910068172447";
"44304.44789";"Altitude (GPS)";"86.9000015258789";"m";"40.9678915970982";"29.0910068172447";
"44304.44789";"Average speed (GPS)";"4.77280810172301";"km/h";"40.9678915970982";"29.0910068172447";
"44304.44789";"Speed (GPS)";"0";"km/h";"40.9678915970982";"29.0910068172447";
"44305.36689";"Altitude (GPS)";"109.244222345977";"m";"40.9678915970982";"29.0910068172447";
"44305.36689";"Average speed (GPS)";"5.02867693965289";"km/h";"40.9678915970982";"29.0910068172447";
"44305.36689";"Speed (GPS)";"5.94592823982239";"km/h";"40.9678915970982";"29.0910068172447";
"44305.39789";"Altitude (GPS)";"109.244222345977";"m";"40.9678735351338";"29.091015248338";
"44305.39789";"Average speed (GPS)";"5.0353083772675";"km/h";"40.9678735351338";"29.091015248338";
"44305.39789";"Speed (GPS)";"5.94592823982239";"km/h";"40.9678735351338";"29.091015248338";
"44305.40189";"Altitude (GPS)";"109.244222345977";"m";"40.9678735351338";"29.091015248338";
"44305.40189";"Average speed (GPS)";"5.03621806494657";"km/h";"40.9678735351338";"29.091015248338";
"44305.40189";"Speed (GPS)";"5.94592823982239";"km/h";"40.9678735351338";"29.091015248338";
"44305.43789";"Altitude (GPS)";"86.9000015258789";"m";"40.9678735351338";"29.091015248338";
"44305.43789";"Average speed (GPS)";"4.99361954602431";"km/h";"40.9678735351338";"29.091015248338";
"44305.43789";"Speed (GPS)";"0";"km/h";"40.9678735351338";"29.091015248338";
"44306.36889";"Altitude (GPS)";"109.159497007645";"m";"40.9678735351338";"29.091015248338";
"44306.36889";"Average speed (GPS)";"5.08525441222737";"km/h";"40.9678735351338";"29.091015248338";
"44306.36889";"Speed (GPS)";"5.50737977027893";"km/h";"40.9678735351338";"29.091015248338";
"44306.41289";"Average speed (GPS)";"5.08883548574042";"km/h";"40.9678587467574";"29.0910153634925";
"44306.41289";"Speed (GPS)";"5.50737977027893";"km/h";"40.9678587467574";"29.0910153634925";
"44306.41389";"Altitude (GPS)";"109.159497007645";"m";"40.9678587467574";"29.0910153634925";
"44306.42889";"Altitude (GPS)";"109.159497007645";"m";"40.9678587467574";"29.0910153634925";
"44306.42889";"Average speed (GPS)";"5.09003016059134";"km/h";"40.9678587467574";"29.0910153634925";
"44306.42889";"Speed (GPS)";"5.50737977027893";"km/h";"40.9678587467574";"29.0910153634925";
"44306.45889";"Altitude (GPS)";"86.9000015258789";"m";"40.9678587467574";"29.0910153634925";
"44306.45889";"Average speed (GPS)";"5.06109275019439";"km/h";"40.9678587467574";"29.0910153634925";
"44306.45889";"Speed (GPS)";"0";"km/h";"40.9678587467574";"29.0910153634925";
"44307.38989";"Altitude (GPS)";"108.831205930475";"m";"40.9678587467574";"29.0910153634925";
"44307.38989";"Average speed (GPS)";"5.01805173355528";"km/h";"40.9678587467574";"29.0910153634925";
"44307.38989";"Speed (GPS)";"4.77280211448669";"km/h";"40.9678587467574";"29.0910153634925";
"44307.41789";"Altitude (GPS)";"108.831205930475";"m";"40.9678480314854";"29.0910370648266";
"44307.41789";"Average speed (GPS)";"5.01697241036455";"km/h";"40.9678480314854";"29.0910370648266";
"44307.41789";"Speed (GPS)";"4.77280211448669";"km/h";"40.9678480314854";"29.0910370648266";
"44307.42389";"Altitude (GPS)";"108.831205930475";"m";"40.9678480314854";"29.0910370648266";
"44307.42389";"Average speed (GPS)";"5.01673731103321";"km/h";"40.9678480314854";"29.0910370648266";
"44307.42389";"Speed (GPS)";"4.77280211448669";"km/h";"40.9678480314854";"29.0910370648266";
"44307.47189";"Altitude (GPS)";"86.9000015258789";"m";"40.9678480314854";"29.0910370648266";
"44307.47189";"Average speed (GPS)";"4.97866626759667";"km/h";"40.9678480314854";"29.0910370648266";
"44307.47189";"Speed (GPS)";"0";"km/h";"40.9678480314854";"29.0910370648266";
"44307.63989";"Altitude (GPS)";"86.6999969482422";"m";"40.9678480314854";"29.0910370648266";
"44307.63989";"Average speed (GPS)";"4.84945897144702";"km/h";"40.9678480314854";"29.0910370648266";
"44307.63989";"Speed (GPS)";"0";"km/h";"40.9678480314854";"29.0910370648266";
"44307.64389";"Altitude (GPS)";"86.6999969482422";"m";"40.9678480314854";"29.0910370648266";
"44307.64389";"Average speed (GPS)";"4.84641220251701";"km/h";"40.9678480314854";"29.0910370648266";
"44307.64389";"Speed (GPS)";"0";"km/h";"40.9678480314854";"29.0910370648266";
"44307.66589";"Altitude (GPS)";"86.6999969482422";"m";"40.9678480314854";"29.0910370648266";
"44307.66589";"Average speed (GPS)";"4.84436469125072";"km/h";"40.9678480314854";"29.0910370648266";
"44307.66589";"Speed (GPS)";"4.24318299293518";"km/h";"40.9678480314854";"29.0910370648266";
"44308.37089";"Altitude (GPS)";"108.564354696074";"m";"40.9678480314854";"29.0910370648266";
"44308.37089";"Average speed (GPS)";"4.39813059859065";"km/h";"40.9678480314854";"29.0910370648266";
"44308.37089";"Speed (GPS)";"0.271302384138107";"km/h";"40.9678480314854";"29.0910370648266";
"44308.41189";"Altitude (GPS)";"108.564354696074";"m";"40.9678447229276";"29.0910517413473";
"44308.41189";"Average speed (GPS)";"4.37451328456319";"km/h";"40.9678447229276";"29.0910517413473";
"44308.41189";"Speed (GPS)";"0.271302384138107";"km/h";"40.9678447229276";"29.0910517413473";
"44308.42289";"Altitude (GPS)";"108.564354696074";"m";"40.9678447229276";"29.0910517413473";
"44308.42289";"Average speed (GPS)";"4.36858336987697";"km/h";"40.9678447229276";"29.0910517413473";
"44308.42289";"Speed (GPS)";"0.271302384138107";"km/h";"40.9678447229276";"29.0910517413473";
"44308.44989";"Altitude (GPS)";"86.6999969482422";"m";"40.9678447229276";"29.0910517413473";
"44308.44989";"Average speed (GPS)";"4.35216478661634";"km/h";"40.9678447229276";"29.0910517413473";
"44308.44989";"Speed (GPS)";"0";"km/h";"40.9678447229276";"29.0910517413473";
"44308.61689";"Altitude (GPS)";"86.6999969482422";"m";"40.967833";"29.0910864";
"44309.43189";"Altitude (GPS)";"107.936123652098";"m";"40.967833";"29.0910864";
"44309.43189";"Average speed (GPS)";"3.84268553012502";"km/h";"40.967833";"29.0910864";
"44309.43189";"Speed (GPS)";"0.0543003693223";"km/h";"40.967833";"29.0910864";
"44309.56589";"Altitude (GPS)";"86.6999969482422";"m";"40.967833";"29.0910864";
"44309.56589";"Average speed (GPS)";"3.78124742524199";"km/h";"40.967833";"29.0910864";
"44309.56589";"Speed (GPS)";"0";"km/h";"40.967833";"29.0910864";
"44310.43689";"Altitude (GPS)";"107.426121391304";"m";"40.967833";"29.0910864";
"44310.43689";"Average speed (GPS)";"3.43739453118566";"km/h";"40.967833";"29.0910864";
"44310.43689";"Speed (GPS)";"0.115513180196285";"km/h";"40.967833";"29.0910864";
"44310.47989";"Altitude (GPS)";"86.6999969482422";"m";"40.967833";"29.0910864";
"44310.47989";"Average speed (GPS)";"3.42146065578168";"km/h";"40.967833";"29.0910864";
"44310.47989";"Speed (GPS)";"0";"km/h";"40.967833";"29.0910864";
"44311.40189";"Altitude (GPS)";"100.987615380518";"m";"40.967833";"29.0910864";
"44311.40189";"Average speed (GPS)";"3.11390260777088";"km/h";"40.967833";"29.0910864";
"44311.40189";"Speed (GPS)";"0";"km/h";"40.967833";"29.0910864";
"44311.40389";"Altitude (GPS)";"100.987615380518";"m";"40.967833";"29.0910864";
"44311.40389";"Average speed (GPS)";"3.11312115002089";"km/h";"40.967833";"29.0910864";
