Time (minutes);My Calculated engine load value
0.0;13.7254901960784
0.10398333333335662;62.7450980392157
0.20513333333334838;85.8823529411765
0.3117000000000189;45.8823529411765
0.4063666666666904;90.9803921568627
0.5054666666666889;14.9019607843137
0.6015000000000025;14.9019607843137
0.7083666666666129;74.9019607843137
0.8091999999999947;24.7058823529412
0.9079500000000432;70.9803921568627
1.0199333333333318;78.8235294117647
1.1183666666667098;15.6862745098039
1.220183333333322;24.7058823529412
1.3211166666667244;21.9607843137255
1.4258500000000518;29.8039215686275
1.53093333333339;15.6862745098039
1.6375333333332796;21.9607843137255
1.7475000000000365;15.6862745098039
1.8464166666666642;57.6470588235294
1.9599333333333562;27.843137254902
2.052116666666613;24.7058823529412
2.1557000000000093;23.921568627451
2.2515000000000023;22.7450980392157
2.363716666666672;71.7647058823529
2.4631833333333515;26.6666666666667
2.553433333333366;62.7450980392157
2.6503166666667313;46.6666666666667
2.7460500000000443;60.0
2.8349833333333057;70.9803921568627
2.9323666666666517;69.8039215686274
3.0371333333333195;45.8823529411765
3.13718333333339;15.6862745098039
3.241750000000017;58.8235294117647
3.34391666666664;22.7450980392157
3.447600000000057;24.7058823529412
3.5468833333333047;24.7058823529412
3.6470999999999547;29.8039215686275
3.7519833333333734;24.7058823529412
3.854799999999947;51.7647058823529
3.951616666666632;100.0
4.058300000000054;80.0
4.155066666666668;63.921568627451
4.260383333333388;12.9411764705882
4.363783333333353;89.8039215686274
4.459766666666655;100.0
4.558866666666715;14.9019607843137
4.667216666666658;16.8627450980392
4.76894999999998;16.8627450980392
4.876666666666703;22.7450980392157
4.986433333333298;24.7058823529412
5.083716666666623;22.7450980392157
5.191899999999987;21.9607843137255
5.291583333333317;15.6862745098039
5.401500000000002;100.0
5.497583333333326;97.6470588235294
5.605716666666619;32.9411764705882
5.716649999999997;14.9019607843137
5.813199999999961;24.7058823529412
5.913649999999992;14.9019607843137
6.015666666666645;72.9411764705882
6.119299999999991;62.7450980392157
6.227166666666684;40.7843137254902
6.321099999999993;100.0
6.4305999999999885;100.0
6.528866666666667;100.0
6.638633333333383;100.0
6.734483333333325;100.0
6.835549999999967;13.7254901960784
6.929383333333377;16.8627450980392
7.038350000000052;15.6862745098039
7.1359166666667075;77.6470588235294
7.241966666666667;15.6862745098039
7.344216666666701;100.0
7.441250000000037;100.0
7.549266666666699;100.0
7.6437166666667204;100.0
7.746016666666704;14.9019607843137
7.842183333333318;14.9019607843137
7.949849999999969;51.7647058823529
8.057333333333311;71.7647058823529
8.154233333333286;100.0
8.260850000000028;72.9411764705882
8.357383333333383;15.6862745098039
8.466583333333316;77.6470588235294
8.566566666666708;78.8235294117647
8.664133333333362;100.0
8.767000000000007;100.0
8.865800000000005;72.9411764705882
8.970383333333363;56.8627450980392
9.0757333333333;71.7647058823529
9.170583333333282;82.7450980392157
9.279616666666637;81.9607843137255
9.394683333333342;58.8235294117647
9.498366666666637;100.0
9.594583333333322;14.9019607843137
9.704016666666636;83.921568627451
9.802633333333324;100.0
9.909216666666726;100.0
10.011316666666668;35.6862745098039
10.117616666666617;60.0
10.213566666666702;56.8627450980392
10.320350000000023;15.6862745098039
10.424183333333287;28.6274509803922
10.51973333333329;55.6862745098039
10.615516666666675;71.7647058823529
10.730149999999957;71.7647058823529
10.831966666666691;100.0
10.933450000000024;20.0
11.033433333333294;100.0
11.144233333333311;12.9411764705882
11.23731666666663;73.7254901960784
11.342350000000017;100.0
11.446050000000044;100.0
11.545033333333352;90.9803921568627
11.64983333333336;30.9803921568627
11.748383333333368;15.6862745098039
11.850316666666732;93.7254901960784
11.947416666666625;13.7254901960784
12.053900000000006;100.0
12.154333333333307;21.9607843137255
12.24998333333333;62.7450980392157
12.35663333333329;46.6666666666667
12.461666666666678;49.8039215686275
12.560116666666666;52.9411764705882
12.661933333333279;56.8627450980392
12.773149999999987;50.9803921568627
12.867849999999999;53.7254901960784
12.975916666666611;54.9019607843137
13.071783333333284;51.7647058823529
13.173200000000058;58.8235294117647
13.26898333333332;60.7843137254902
13.382500000000013;57.6470588235294
13.48161666666668;14.9019607843137
13.583966666666614;45.8823529411765
13.691933333333328;54.9019607843137
13.802333333333385;15.6862745098039
13.895250000000003;60.0
13.996633333333314;23.921568627451
14.094750000000023;78.8235294117647
14.199099999999998;12.9411764705882
14.305700000000009;14.9019607843137
14.400883333333391;16.8627450980392
14.505066666666668;80.7843137254902
14.606766666666651;15.6862745098039
14.714116666666632;22.7450980392157
14.816566666666708;40.0
14.91284999999995;78.8235294117647
15.016316666666716;67.843137254902
15.116350000000057;100.0
15.22523333333332;15.6862745098039
15.327050000000053;100.0
15.427849999999975;100.0
15.529600000000027;65.8823529411765
15.638183333333352;13.7254901960784
15.735066666666716;67.843137254902
15.838649999999992;54.9019607843137
15.933749999999964;14.9019607843137
16.0319833333333;14.9019607843137
16.116833333333307;15.6862745098039
16.210100000000057;14.9019607843137
16.29296666666663;62.7450980392157
16.383516666666704;55.6862745098039
16.467583333333277;77.6470588235294
16.55693333333335;16.8627450980392
16.64315000000006;14.9019607843137
16.73099999999995;68.6274509803922
16.816150000000015;38.8235294117647
16.90665000000002;83.921568627451
16.991666666666728;85.8823529411765
17.082666666666714;53.7254901960784
17.16764999999996;83.921568627451
17.264316666666673;71.7647058823529
17.346099999999993;45.8823529411765
17.43730000000002;62.7450980392157
17.520566666666674;40.0
17.610549999999968;87.843137254902
17.690633333333306;43.921568627451
17.778650000000017;47.843137254902
17.86321666666669;94.9019607843137
17.954083333333315;13.7254901960784
18.041000000000047;15.6862745098039
18.127416666666672;15.6862745098039
18.21131666666667;14.9019607843137
18.304700000000047;78.8235294117647
18.391333333333325;25.8823529411765
18.481466666666712;100.0
18.56316666666662;100.0
18.652800000000024;12.9411764705882
18.741866666666645;57.6470588235294
18.82978333333334;81.9607843137255
18.915733333333325;14.9019607843137
19.00636666666669;13.7254901960784
