Time (minutes);My Calculated engine load value
19.09444999999996;16.8627450980392
19.179149999999996;15.6862745098039
19.263700000000064;100.0
19.348166666666717;100.0
19.43768333333337;100.0
19.52481666666663;14.9019607843137
19.610233333333294;17.6470588235294
19.697883333333387;18.8235294117647
19.786383333333347;100.0
19.87438333333333;92.9411764705882
19.9569833333333;45.8823529411765
20.051250000000014;81.9607843137255
20.134750000000047;15.6862745098039
20.216716666666677;15.6862745098039
20.29838333333337;100.0
20.388916666666713;70.9803921568627
20.479333333333308;15.6862745098039
20.56258333333335;100.0
20.64991666666665;100.0
20.741600000000048;61.9607843137255
20.829583333333296;25.8823529411765
20.916583333333318;80.7843137254902
20.99895000000003;100.0
21.08798333333331;100.0
21.17445000000001;15.6862745098039
21.263916666666713;85.8823529411765
21.346783333333285;80.0
21.4355666666667;14.9019607843137
21.52458333333337;97.6470588235294
21.61071666666667;16.8627450980392
21.69501666666662;100.0
21.7831833333333;100.0
21.86863333333331;23.921568627451
21.954333333333306;14.9019607843137
22.04280000000005;84.7058823529412
22.133683333333284;14.9019607843137
22.219433333333352;15.6862745098039
22.305216666666638;55.6862745098039
22.389516666666715;77.6470588235294
22.47658333333329;27.843137254902
22.56171666666663;72.9411764705882
22.65100000000002;100.0
22.73628333333333;100.0
22.821666666666655;95.6862745098039
22.910733333333397;22.7450980392157
22.995899999999953;81.9607843137255
23.082799999999953;70.9803921568627
23.164566666666662;77.6470588235294
23.25623333333333;55.6862745098039
23.341699999999946;63.921568627451
23.42604999999997;55.6862745098039
23.516000000000044;48.6274509803922
23.59998333333333;48.6274509803922
23.696083333333384;84.7058823529412
23.78684999999999;100.0
23.877499999999962;54.9019607843137
23.96248333333333;46.6666666666667
24.058066666666672;52.9411764705882
24.14338333333332;30.9803921568627
24.228699999999964;13.7254901960784
24.31211666666671;40.7843137254902
24.40751666666662;63.921568627451
24.49359999999997;100.0
24.577916666666656;100.0
24.66335000000005;57.6470588235294
24.75693333333335;77.6470588235294
24.84229999999995;14.9019607843137
24.93126666666667;41.9607843137255
25.014866666666723;14.9019607843137
25.108966666666614;16.8627450980392
25.18783333333334;27.843137254902
25.27525000000005;17.6470588235294
25.358450000000023;88.6274509803922
25.450866666666663;15.6862745098039
25.535150000000005;17.6470588235294
25.621033333333312;82.7450980392157
25.70673333333331;100.0
25.79959999999998;14.9019607843137
25.88818333333335;16.8627450980392
25.97491666666665;15.6862745098039
26.064516666666712;24.7058823529412
26.15116666666672;20.7843137254902
26.23733333333336;65.8823529411765
26.327366666666723;15.6862745098039
26.413633333333383;15.6862745098039
26.51294999999997;74.9019607843137
26.595483333333384;48.6274509803922
26.68038333333334;60.0
26.766466666666688;16.8627450980392
26.85553333333331;33.7254901960784
26.939983333333355;22.7450980392157
27.023116666666645;100.0
27.109266666666674;56.8627450980392
27.19405;15.6862745098039
27.27483333333336;100.0
27.359449999999985;15.6862745098039
27.445183333333322;20.7843137254902
27.530083333333277;100.0
27.61351666666663;35.6862745098039
27.699183333333288;31.7647058823529
27.78908333333329;44.7058823529412
27.87433333333338;51.7647058823529
27.958166666666692;50.9803921568627
28.04466666666661;35.6862745098039
28.13535000000005;38.8235294117647
28.220733333333374;44.7058823529412
28.307433333333332;25.8823529411765
28.394500000000033;0.0
28.478116666666697;0.0
