Time (minutes);My Vehicle acceleration
0.0;0.0
0.10695000000002135;-0.264527895147703
0.2062333333332693;-0.296982054970354
0.7383666666666007;-0.241407192406358
0.839066666666622;-0.310019063997874
0.9351666666666764;-0.249025753298014
1.041316666666656;-0.156804584986136
1.1421166666666978;0.229333968577418
1.6183166666666997;0.321523950554531
1.711083333333348;0.231785808114701
1.8180000000000291;0.229105469852433
1.9159500000000358;0.189491812992008
2.0234499999999875;0.137132783039496
2.332050000000042;-0.556324600881427
2.7302166666666987;0.546474651398669
2.8388333333333624;0.636744658868345
2.942849999999938;0.718194871092035
3.2413833333333364;0.0345022323944924
3.345316666666622;-0.0920254992572447
3.766550000000037;-0.626475660120173
3.8657333333332646;-0.699659775041871
3.9696499999999406;-0.515346802135316
4.179283333333297;0.493537576572989
4.285083333333265;0.596162883448141
4.5910666666666655;-0.157401101094816
4.693950000000041;-0.373671948493841
5.521383333333263;0.601521601825719
5.816516666666697;-0.0347027986320429
6.429800000000008;0.497481604076627
6.730433333333349;-0.242687349298003
6.835483333333347;-0.319532297909737
7.549016666666648;0.391152891025743
7.655666666666608;0.349015695667263
7.751650000000033;0.298703258797454
7.853983333333357;0.192137860956871
7.959549999999945;0.0676625838481674
8.070066666666632;0.0893764945098909
9.203799999999925;-0.172337371344086
9.297299999999934;-0.219707764454542
9.405033333333268;-0.179945544321546
9.514616666666674;-0.133388061921588
10.120650000000023;0.18083293502506
10.228633333333345;0.212077673772163
10.323449999999987;0.219115156388373
10.430549999999979;0.239583462109444
10.732933333333373;-0.169594214893315
11.344833333333373;-0.033690753823946
11.444800000000033;-0.045405664007597
11.550883333333331;0.0111203910329465
11.648849999999948;0.0113658914804976
11.753333333333284;0.0113335291268491
11.851483333333332;0.0113837314438233
11.953483333333255;-0.0114993633333793
12.370333333333352;-0.24434106764818
13.286400000000018;-0.195093681904286
13.392383333333298;-0.246081638380837
13.49403333333333;-0.272689292190807
13.908916666666604;0.145065643964768
14.003266666666605;0.147656227866118
14.81349999999996;-0.0933427634913691
14.897166666666696;-0.260082183562388
15.772700000000016;0.171924686978442
16.21405000000001;0.0917540098777816
16.299383333333267;0.0791818416488686
16.38833333333326;0.227284502676189
16.904283333333296;-0.225843847788593
16.992166666666648;-0.304969833542951
17.522483333333366;0.304220791857537
17.608333333333334;0.278750510870043
17.87450000000002;-0.315643398903041
17.95663333333335;-0.358899695076905
18.48205000000004;-0.952908007851365
18.830049999999996;0.545456419308997
21.341666666666665;-0.243573831785681
21.341833333333366;-0.243573831785681
22.03658333333333;0.134061740533369
22.47471666666667;-0.155835886342013
22.83739999999998;0.102119999183959
22.923333333333357;0.208200581389505
23.007149999999942;0.289837755517079
23.4447833333333;0.18726581179631
23.709049999999966;-0.236179104647943
23.79514999999992;-0.43605175784681
23.887083333333308;-0.734348540922123
23.967183333333256;-0.955911542614859
24.053883333333335;-0.953252829257619
24.8447833333333;-1.09240865871818
24.93015000000002;-1.15491712282966
26.56866666666659;-0.256912276728709
26.652883333333374;-0.494224069023763
26.73859999999998;-0.1878764001015
27.08768333333331;0.0
27.25838333333328;-0.0106659019436824
